# ---------------------------------- WARNING ----------------------------------------,,,,,,,,,,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,,,,,,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,,,,,,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,,,,,,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,,,,,,,,,,
# for any damages resulting from its use.,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,,,,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,,,,,,,,,,
# retrieved: 2017-02-20 18:45:56 EST       (vaww02),,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,,,,,,,
"#    USGS 0209734440 BOLIN CREEK AT VILLAGE DRIVE AT CHAPEL HILL, NC",,,,,,,,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Data provided for site 0209734440,,,,,,,,,,,,,,
#            TS   parameter     statistic     Description,,,,,,,,,,,,,,
"#         86321       00065     00001     Gage height, feet (Maximum)",,,,,,,,,,,,,,
"#         86322       00065     00002     Gage height, feet (Minimum)",,,,,,,,,,,,,,
"#         86323       00065     00003     Gage height, feet (Mean)",,,,,,,,,,,,,,
"#         86324       00060     00001     Discharge, cubic feet per second (Maximum)",,,,,,,,,,,,,,
"#         86325       00060     00002     Discharge, cubic feet per second (Minimum)",,,,,,,,,,,,,,
"#         86326       00060     00003     Discharge, cubic feet per second (Mean)",,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Data-value qualification codes included in this output:,,,,,,,,,,,,,,
#        ,,,,,,,,,,,,,,
#     A  Approved for publication -- Processing and review completed.,,,,,,,,,,,,,,
#     P  Provisional data subject to revision.,,,,,,,,,,,,,,
#     e  Value has been estimated.,,,,,,,,,,,,,,
# 5s,15s,20d,14n,10s,14n,10s,14n,10s,14n,10s,14n,10s,14n,10s
agency_cd,site_no,datetime,86321_00065_00001,86321_00065_00001_cd,86322_00065_00002,86322_00065_00002_cd,86323_00065_00003,86323_00065_00003_cd,86324_00060_00001,86324_00060_00001_cd,86325_00060_00002,86325_00060_00002_cd,86326_00060_00003,86326_00060_00003_cd
USGS,209734440,2/10/14,1.99,A,1.96,A,1.98,A,3.5,A,3,A,3.3,A
USGS,209734440,2/11/14,1.99,A,1.96,A,1.98,A,3.5,A,3.2,A,3.4,A
USGS,209734440,2/12/14,2.05,A,1.95,A,1.98,A,4.7,A,3,A,3.4,A
USGS,209734440,2/13/14,2.23,A,2.05,A,2.12,A,8.8,A,4.7,A,6.2,A
USGS,209734440,2/14/14,2.79,A,2.16,A,2.39,A,34,A,7,A,16,A
USGS,209734440,2/15/14,3.22,A,2.51,A,2.84,A,69,A,19,A,40,A
USGS,209734440,2/16/14,2.8,A,2.52,A,2.6,A,35,A,20,A,24,A
USGS,209734440,2/17/14,2.59,A,2.39,A,2.45,A,23,A,14,A,17,A
USGS,209734440,2/18/14,2.39,A,2.3,A,2.34,A,14,A,11,A,13,A
USGS,209734440,2/19/14,2.74,A,2.29,A,2.54,A,31,A,11,A,22,A
USGS,209734440,2/20/14,2.47,A,2.29,A,2.36,A,18,A,11,A,13,A
USGS,209734440,2/21/14,3.16,A,2.27,A,2.6,A,63,A,10,A,27,A
USGS,209734440,2/22/14,2.63,A,2.33,A,2.45,A,25,A,12,A,17,A
USGS,209734440,2/23/14,2.33,A,2.24,A,2.29,A,12,A,9.4,A,11,A
USGS,209734440,2/24/14,2.24,A,2.17,A,2.21,A,9.4,A,7.5,A,8.5,A
USGS,209734440,2/25/14,2.17,A,2.13,A,2.15,A,7.5,A,6.5,A,7,A
USGS,209734440,2/26/14,2.13,A,2.09,A,2.11,A,6.5,A,5.7,A,6.1,A
USGS,209734440,2/27/14,2.09,A,2.06,A,2.07,A,5.7,A,5,A,5.3,A
USGS,209734440,2/28/14,2.06,A,2.02,A,2.04,A,5,A,4.3,A,4.6,A
USGS,209734440,3/1/14,2.02,A,2.01,A,2.02,A,4.3,A,4.1,A,4.2,A
USGS,209734440,3/2/14,2.02,A,2,A,2.01,A,4.3,A,4,A,4.2,A
USGS,209734440,3/3/14,2.33,A,2.01,A,2.14,A,12,A,4.1,A,7.1,A
USGS,209734440,3/4/14,2.19,A,2.07,A,2.1,A,8,A,5.2,A,5.9,A
USGS,209734440,3/5/14,2.07,A,2.04,A,2.06,A,5.2,A,4.7,A,5,A
USGS,209734440,3/6/14,2.64,A,2.03,A,2.09,A,26,A,4.5,A,6.1,A
USGS,209734440,3/7/14,5.28,A,2.64,A,4.03,A,601,A,26,A,245,A
USGS,209734440,3/8/14,3.75,A,2.69,A,3.07,A,138,A,28,A,58,A
USGS,209734440,3/9/14,2.69,A,2.41,A,2.54,A,28,A,15,A,21,A
USGS,209734440,3/10/14,2.41,A,2.29,A,2.35,A,15,A,11,A,13,A
USGS,209734440,3/11/14,2.29,A,2.2,A,2.25,A,11,A,8.3,A,9.7,A
USGS,209734440,3/12/14,2.87,A,2.18,A,2.31,A,40,A,7.8,A,13,A
USGS,209734440,3/13/14,2.71,A,2.25,A,2.4,A,30,A,9.7,A,15,A
USGS,209734440,3/14/14,2.25,A,2.18,A,2.22,A,9.7,A,7.8,A,8.8,A
USGS,209734440,3/15/14,2.18,A,2.15,A,2.17,A,7.8,A,7,A,7.5,A
USGS,209734440,3/16/14,2.44,A,2.13,A,2.18,A,16,A,6.5,A,7.9,A
USGS,209734440,3/17/14,2.84,A,2.44,A,2.58,A,38,A,16,A,23,A
USGS,209734440,3/18/14,2.94,A,2.62,A,2.74,A,45,A,25,A,32,A
USGS,209734440,3/19/14,2.7,A,2.46,A,2.56,A,29,A,17,A,22,A
USGS,209734440,3/20/14,2.46,A,2.31,A,2.39,A,17,A,12,A,14,A
USGS,209734440,3/21/14,2.31,A,2.22,A,2.26,A,12,A,8.8,A,10,A
USGS,209734440,3/22/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,Ae
USGS,209734440,3/23/14,2.24,A,2.16,A,2.18,A,9.4,A,7.3,A,7.9,A
USGS,209734440,3/24/14,2.2,A,2.13,A,2.16,A,8.3,A,6.5,A,7.3,A
USGS,209734440,3/25/14,2.14,A,2.13,A,2.13,A,6.8,A,6.5,A,6.6,A
USGS,209734440,3/26/14,2.14,A,2.07,A,2.1,A,6.8,A,5.2,A,6,A
USGS,209734440,3/27/14,2.07,A,2.05,A,2.06,A,5.2,A,4.9,A,5.1,A
USGS,209734440,3/28/14,2.15,A,2.06,A,2.07,A,7,A,5,A,5.3,A
USGS,209734440,3/29/14,2.35,A,2.15,A,2.3,A,13,A,7,A,11,A
USGS,209734440,3/30/14,2.31,A,2.17,A,2.25,A,12,A,7.5,A,9.7,A
USGS,209734440,3/31/14,2.17,A,2.1,A,2.14,A,7.5,A,5.9,A,6.7,A
USGS,209734440,4/1/14,2.1,A,2.08,A,2.09,A,5.9,A,5.5,A,5.6,A
USGS,209734440,4/2/14,2.08,A,2.02,A,2.05,A,5.5,A,4.3,A,4.8,A
USGS,209734440,4/3/14,2.03,A,2,A,2.01,A,4.5,A,4,A,4.2,A
USGS,209734440,4/4/14,2.01,A,1.99,A,2,A,4.1,A,3.8,A,3.9,A
USGS,209734440,4/5/14,2,A,1.96,A,1.98,A,4,A,3.3,A,3.6,A
USGS,209734440,4/6/14,1.96,A,1.95,A,1.95,A,3.3,A,3.2,A,3.2,A
USGS,209734440,4/7/14,4.42,A,1.94,A,2.91,A,303,A,3,A,75,A
USGS,209734440,4/8/14,3.01,A,2.47,A,2.7,A,50,A,18,A,29,A
USGS,209734440,4/9/14,2.47,A,2.25,A,2.35,A,18,A,9.7,A,13,A
USGS,209734440,4/10/14,2.25,A,2.15,A,2.2,A,9.7,A,7,A,8.2,A
USGS,209734440,4/11/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,Ae
USGS,209734440,4/12/14,2.09,A,2.04,A,2.07,A,5.7,A,4.7,A,5.2,A
USGS,209734440,4/13/14,2.04,A,2.03,A,2.04,A,4.7,A,4.5,A,4.6,A
USGS,209734440,4/14/14,2.03,A,2.01,A,2.02,A,4.5,A,4.1,A,4.3,A
USGS,209734440,4/15/14,2.84,A,2.02,A,2.44,A,38,A,4.3,A,18,A
USGS,209734440,4/16/14,2.55,A,2.22,A,2.34,A,21,A,8.8,A,13,A
USGS,209734440,4/17/14,2.22,A,2.13,A,2.18,A,8.8,A,6.5,A,7.7,A
USGS,209734440,4/18/14,2.16,A,2.1,A,2.12,A,7.3,A,5.9,A,6.3,A
USGS,209734440,4/19/14,2.93,A,2.16,A,2.65,A,44,A,7.3,A,27,A
USGS,209734440,4/20/14,2.51,A,2.28,A,2.39,A,19,A,11,A,14,A
USGS,209734440,4/21/14,2.28,A,2.17,A,2.23,A,11,A,7.5,A,9,A
USGS,209734440,4/22/14,2.17,A,2.11,A,2.15,A,7.5,A,6.1,A,6.9,A
USGS,209734440,4/23/14,2.11,A,2.04,A,2.08,A,6.1,A,4.7,A,5.4,A
USGS,209734440,4/24/14,2.05,A,2.01,A,2.03,A,4.9,A,4.1,A,4.5,A
USGS,209734440,4/25/14,3.45,A,2,A,2.43,A,94,A,4,A,25,A
USGS,209734440,4/26/14,2.83,A,2.28,A,2.47,A,37,A,11,A,18,A
USGS,209734440,4/27/14,2.28,A,2.16,A,2.22,A,11,A,7.3,A,8.9,A
USGS,209734440,4/28/14,2.16,A,2.11,A,2.14,A,7.3,A,6.1,A,6.8,A
USGS,209734440,4/29/14,2.41,A,2.1,A,2.11,A,15,A,5.9,A,6.2,A
USGS,209734440,4/30/14,3.3,A,2.38,A,2.72,A,77,A,14,A,33,A
USGS,209734440,5/1/14,2.5,A,2.25,A,2.37,A,19,A,9.7,A,14,A
USGS,209734440,5/2/14,2.25,A,2.14,A,2.2,A,9.7,A,6.8,A,8.4,A
USGS,209734440,5/3/14,2.15,A,2.08,A,2.12,A,7,A,5.5,A,6.4,A
USGS,209734440,5/4/14,2.08,A,2.02,A,2.06,A,5.5,A,4.3,A,5,A
USGS,209734440,5/5/14,2.03,A,1.99,A,2.01,A,4.5,A,3.8,A,4.2,A
USGS,209734440,5/6/14,2,A,1.97,A,1.99,A,4,A,3.5,A,3.8,A
USGS,209734440,5/7/14,1.97,A,1.96,A,1.97,A,3.5,A,3.3,A,3.4,A
USGS,209734440,5/8/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,Ae
USGS,209734440,5/9/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,Ae
USGS,209734440,5/10/14,1.92,A,1.88,A,1.89,A,2.7,A,2.2,A,2.4,A
USGS,209734440,5/11/14,1.9,A,1.87,A,1.89,A,2.5,A,2.1,A,2.3,A
USGS,209734440,5/12/14,1.87,A,1.85,A,1.86,A,2.1,A,1.9,A,2,A
USGS,209734440,5/13/14,1.86,A,1.84,A,1.85,A,2,A,1.8,A,1.9,A
USGS,209734440,5/14/14,1.84,A,1.83,A,1.83,A,1.8,A,1.7,A,1.7,A
USGS,209734440,5/15/14,5.89,A,1.81,A,2.9,A,869,A,1.5,A,159,A
USGS,209734440,5/16/14,5.68,A,2.69,A,3.73,A,771,A,28,A,208,A
USGS,209734440,5/17/14,2.69,A,2.26,A,2.45,A,28,A,9.4,A,16,A
USGS,209734440,5/18/14,2.26,A,2.14,A,2.2,A,9.4,A,6.3,A,7.8,A
USGS,209734440,5/19/14,2.14,A,2.06,A,2.11,A,6.3,A,4.7,A,5.6,A
USGS,209734440,5/20/14,2.06,A,2.01,A,2.04,A,4.7,A,3.8,A,4.3,A
USGS,209734440,5/21/14,2.01,A,1.97,A,2,A,3.8,A,3.2,A,3.6,A
USGS,209734440,5/22/14,1.99,A,1.95,A,1.97,A,3.5,A,2.9,A,3.2,A
USGS,209734440,5/23/14,1.95,A,1.93,A,1.94,A,2.9,A,2.6,A,2.8,A
USGS,209734440,5/24/14,1.93,A,1.9,A,1.91,A,2.6,A,2.2,A,2.4,A
USGS,209734440,5/25/14,1.9,A,1.88,A,1.89,A,2.2,A,2,A,2.1,A
USGS,209734440,5/26/14,1.89,A,1.87,A,1.88,A,2.1,A,1.9,A,2,A
USGS,209734440,5/27/14,2.13,A,1.86,A,1.92,A,6.1,A,1.8,A,2.5,A
USGS,209734440,5/28/14,2.01,A,1.89,A,1.92,A,3.8,A,2.1,A,2.5,A
USGS,209734440,5/29/14,1.91,A,1.86,A,1.88,A,2.3,A,1.8,A,2,A
USGS,209734440,5/30/14,1.88,A,1.87,A,1.87,A,2,A,1.9,A,1.9,A
USGS,209734440,5/31/14,1.88,A,1.85,A,1.86,A,2,A,1.7,A,1.8,A
USGS,209734440,6/1/14,1.85,A,1.83,A,1.83,A,1.7,A,1.5,A,1.5,A
USGS,209734440,6/2/14,1.83,A,1.81,A,1.83,A,1.5,A,1.3,A,1.4,A
USGS,209734440,6/3/14,1.84,A,1.82,A,1.82,A,1.6,A,1.4,A,1.4,A
USGS,209734440,6/4/14,1.83,A,1.81,A,1.82,A,1.5,A,1.3,A,1.4,A
USGS,209734440,6/5/14,1.95,A,1.83,A,1.86,A,2.9,A,1.5,A,1.8,A
USGS,209734440,6/6/14,1.91,A,1.82,A,1.85,A,2.3,A,1.4,A,1.7,A
USGS,209734440,6/7/14,1.82,A,1.79,A,1.8,A,1.4,A,1.1,A,1.2,A
USGS,209734440,6/8/14,1.8,A,1.77,A,1.78,A,1.2,A,0.99,A,1.1,A
USGS,209734440,6/9/14,1.99,A,1.78,A,1.87,A,3.5,A,1.1,A,1.9,A
USGS,209734440,6/10/14,1.94,A,1.84,A,1.89,A,2.7,A,1.6,A,2.1,A
USGS,209734440,6/11/14,2.25,A,1.79,A,1.83,A,9.1,A,1.1,A,1.7,A
USGS,209734440,6/12/14,2.2,A,1.88,A,1.98,A,7.8,A,2,A,3.4,A
USGS,209734440,6/13/14,1.88,A,1.84,A,1.85,A,2,A,1.6,A,1.7,A
USGS,209734440,6/14/14,1.84,A,1.79,A,1.8,A,1.6,A,1.1,A,1.3,A
USGS,209734440,6/15/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,Ae
USGS,209734440,6/16/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,Ae
USGS,209734440,6/17/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,Ae
USGS,209734440,6/18/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,Ae
USGS,209734440,6/19/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,Ae
USGS,209734440,6/20/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,Ae
USGS,209734440,6/21/14,1.91,A,1.75,A,1.82,A,2.3,A,0.85,A,1.4,A
USGS,209734440,6/22/14,1.76,A,1.72,A,1.73,A,0.91,A,0.66,A,0.74,A
USGS,209734440,6/23/14,1.73,A,1.7,A,1.71,A,0.72,A,0.55,A,0.63,A
USGS,209734440,6/24/14,1.7,A,1.69,A,1.7,A,0.61,A,0.55,A,0.58,A
USGS,209734440,6/25/14,1.69,A,1.68,A,1.69,A,0.55,A,0.51,A,0.54,A
USGS,209734440,6/26/14,1.69,A,1.67,A,1.68,A,0.55,A,0.46,A,0.51,A
USGS,209734440,6/27/14,1.7,A,1.66,A,1.68,A,0.61,A,0.41,A,0.5,A
USGS,209734440,6/28/14,1.68,A,1.67,A,1.68,A,0.51,A,0.46,A,0.49,A
USGS,209734440,6/29/14,1.67,A,1.64,A,1.66,A,0.46,A,0.33,A,0.43,A
USGS,209734440,6/30/14,1.65,A,1.63,A,1.64,A,0.37,A,0.3,A,0.34,A
USGS,209734440,7/1/14,1.65,A,1.62,A,1.63,A,0.37,A,0.26,A,0.32,A
USGS,209734440,7/2/14,1.64,A,1.61,A,1.62,A,0.33,A,0.23,A,0.28,A
USGS,209734440,7/3/14,1.63,A,1.61,A,1.62,A,0.3,A,0.23,A,0.27,A
USGS,209734440,7/4/14,1.63,A,1.6,A,1.61,A,0.33,A,0.23,A,0.27,A
USGS,209734440,7/5/14,1.61,A,1.58,A,1.6,A,0.26,A,0.18,A,0.24,A
USGS,209734440,7/6/14,1.59,A,1.57,A,1.58,A,0.2,A,0.15,A,0.18,A
USGS,209734440,7/7/14,1.6,A,1.57,A,1.59,A,0.23,A,0.15,A,0.2,A
USGS,209734440,7/8/14,1.6,A,1.55,A,1.58,A,0.23,A,0.11,A,0.18,A
USGS,209734440,7/9/14,1.56,A,1.53,A,1.55,A,0.13,A,0.08,A,0.11,A
USGS,209734440,7/10/14,1.59,A,1.55,A,1.57,A,0.2,A,0.11,A,0.15,A
USGS,209734440,7/11/14,1.62,A,1.59,A,1.61,A,0.3,A,0.2,A,0.26,A
USGS,209734440,7/12/14,1.63,A,1.6,A,1.61,A,0.33,A,0.23,A,0.28,A
USGS,209734440,7/13/14,1.6,A,1.54,A,1.58,A,0.23,A,0.09,A,0.18,A
USGS,209734440,7/14/14,2.02,A,1.52,A,1.59,A,4.1,A,0.05,A,0.41,A
USGS,209734440,7/15/14,2.46,A,1.65,A,1.89,A,17,A,0.37,A,3.4,A
USGS,209734440,7/16/14,2.07,A,1.7,A,1.83,A,5,A,0.61,A,1.8,A
USGS,209734440,7/17/14,1.7,A,1.62,A,1.66,A,0.61,A,0.26,A,0.44,A
USGS,209734440,7/18/14,1.62,A,1.6,A,1.61,A,0.26,A,0.2,A,0.23,A
USGS,209734440,7/19/14,1.6,A,1.57,A,1.59,A,0.2,A,0.13,A,0.17,A
USGS,209734440,7/20/14,1.58,A,1.57,A,1.57,A,0.15,A,0.13,A,0.14,A
USGS,209734440,7/21/14,2.29,A,1.58,A,1.83,A,11,A,0.15,A,2.2,A
USGS,209734440,7/22/14,1.78,A,1.67,A,1.72,A,1.1,A,0.46,A,0.7,A
USGS,209734440,7/23/14,1.67,A,1.63,A,1.65,A,0.46,A,0.3,A,0.38,A
USGS,209734440,7/24/14,2.37,A,1.6,A,1.68,A,13,A,0.2,A,0.94,A
USGS,209734440,7/25/14,2.32,A,1.75,A,1.91,A,12,A,0.91,A,2.9,A
USGS,209734440,7/26/14,1.75,A,1.67,A,1.71,A,0.91,A,0.41,A,0.62,A
USGS,209734440,7/27/14,1.91,A,1.65,A,1.77,A,2.3,A,0.33,A,1.1,A
USGS,209734440,7/28/14,1.8,A,1.65,A,1.72,A,1.2,A,0.33,A,0.67,A
USGS,209734440,7/29/14,1.65,A,1.6,A,1.62,A,0.33,A,0.18,A,0.25,A
USGS,209734440,7/30/14,1.63,A,1.58,A,1.6,A,0.26,A,0.13,A,0.17,A
USGS,209734440,7/31/14,2.16,A,1.59,A,1.64,A,6.8,A,0.15,A,0.48,A
USGS,209734440,8/1/14,3.34,A,1.82,A,2.25,A,80,A,1.4,A,15,A
USGS,209734440,8/2/14,2.31,A,1.91,A,2,A,11,A,2.3,A,3.8,A
USGS,209734440,8/3/14,1.91,A,1.8,A,1.84,A,2.3,A,1.2,A,1.6,A
USGS,209734440,8/4/14,1.8,A,1.74,A,1.77,A,1.2,A,0.78,A,0.98,A
USGS,209734440,8/5/14,1.75,A,1.7,A,1.72,A,0.85,A,0.55,A,0.68,A
USGS,209734440,8/6/14,1.72,A,1.68,A,1.7,A,0.66,A,0.46,A,0.56,A
USGS,209734440,8/7/14,1.68,A,1.64,A,1.67,A,0.46,A,0.3,A,0.4,A
USGS,209734440,8/8/14,1.65,A,1.63,A,1.64,A,0.33,A,0.26,A,0.29,A
USGS,209734440,8/9/14,2.46,A,1.63,A,2.02,A,16,A,0.26,A,5,A
USGS,209734440,8/10/14,2.09,A,1.84,A,1.96,A,5.2,A,1.6,A,3.1,A
USGS,209734440,8/11/14,2.2,A,1.76,A,1.83,A,7.8,A,0.91,A,1.6,A
USGS,209734440,8/12/14,2.62,A,1.97,A,2.21,A,24,A,3.2,A,9,A
USGS,209734440,8/13/14,2.42,A,1.89,A,2.05,A,15,A,2.1,A,4.8,A
USGS,209734440,8/14/14,1.89,A,1.79,A,1.83,A,2.1,A,1.1,A,1.5,A
USGS,209734440,8/15/14,1.79,A,1.73,A,1.76,A,1.1,A,0.72,A,0.9,A
USGS,209734440,8/16/14,1.73,A,1.7,A,1.71,A,0.72,A,0.55,A,0.63,A
USGS,209734440,8/17/14,1.75,A,1.69,A,1.72,A,0.85,A,0.51,A,0.65,A
USGS,209734440,8/18/14,2.48,A,1.68,A,1.8,A,17,A,0.46,A,2.5,A
USGS,209734440,8/19/14,2.38,A,1.84,A,1.98,A,13,A,1.6,A,3.7,A
USGS,209734440,8/20/14,1.84,A,1.76,A,1.79,A,1.6,A,0.91,A,1.1,A
USGS,209734440,8/21/14,1.76,A,1.7,A,1.73,A,0.91,A,0.55,A,0.72,A
USGS,209734440,8/22/14,1.7,A,1.68,A,1.69,A,0.55,A,0.46,A,0.51,A
USGS,209734440,8/23/14,1.87,A,1.68,A,1.72,A,1.9,A,0.46,A,0.67,A
USGS,209734440,8/24/14,1.75,A,1.68,A,1.71,A,0.85,A,0.46,A,0.63,A
USGS,209734440,8/25/14,1.68,A,1.65,A,1.66,A,0.46,A,0.33,A,0.39,A
USGS,209734440,8/26/14,1.65,A,1.62,A,1.63,A,0.33,A,0.23,A,0.28,A
USGS,209734440,8/27/14,1.64,A,1.61,A,1.62,A,0.3,A,0.2,A,0.24,A
USGS,209734440,8/28/14,1.65,A,1.6,A,1.62,A,0.33,A,0.18,A,0.23,A
USGS,209734440,8/29/14,1.77,A,1.61,A,1.68,A,0.99,A,0.2,A,0.49,A
USGS,209734440,8/30/14,1.63,A,1.61,A,1.62,A,0.26,A,0.2,A,0.23,A
USGS,209734440,8/31/14,1.62,A,1.59,A,1.6,A,0.23,A,0.15,A,0.19,A
USGS,209734440,9/1/14,1.6,A,1.55,A,1.58,A,0.18,A,0.08,A,0.14,A
USGS,209734440,9/2/14,1.58,A,1.52,A,1.55,A,0.13,A,0.04,A,0.09,A
USGS,209734440,9/3/14,1.53,A,1.51,A,1.52,A,0.05,A,0.03,A,0.04,A
USGS,209734440,9/4/14,1.53,A,1.5,A,1.51,A,0.05,A,0.03,A,0.04,A
USGS,209734440,9/5/14,1.64,A,1.5,A,1.52,A,0.3,A,0.03,A,0.04,A
USGS,209734440,9/6/14,1.53,A,1.49,A,1.52,A,0.05,A,0.02,A,0.04,A
USGS,209734440,9/7/14,1.52,A,1.49,A,1.5,A,0.04,A,0.02,A,0.03,A
USGS,209734440,9/8/14,1.55,A,1.48,A,1.52,A,0.08,A,0.02,A,0.05,A
USGS,209734440,9/9/14,1.72,A,1.54,A,1.66,A,0.66,A,0.06,A,0.39,A
USGS,209734440,9/10/14,1.71,A,1.63,A,1.65,A,0.61,A,0.26,A,0.34,A
USGS,209734440,9/11/14,1.63,A,1.61,A,1.62,A,0.26,A,0.2,A,0.23,A
USGS,209734440,9/12/14,1.63,A,1.58,A,1.61,A,0.26,A,0.13,A,0.21,A
USGS,209734440,9/13/14,1.69,A,1.58,A,1.62,A,0.51,A,0.13,A,0.25,A
USGS,209734440,9/14/14,1.69,A,1.66,A,1.68,A,0.51,A,0.37,A,0.44,A
USGS,209734440,9/15/14,1.67,A,1.63,A,1.65,A,0.41,A,0.26,A,0.33,A
USGS,209734440,9/16/14,1.68,A,1.64,A,1.65,A,0.46,A,0.3,A,0.35,A
USGS,209734440,9/17/14,1.69,A,1.63,A,1.66,A,0.51,A,0.26,A,0.37,A
USGS,209734440,9/18/14,1.66,A,1.62,A,1.64,A,0.37,A,0.23,A,0.31,A
USGS,209734440,9/19/14,1.65,A,1.61,A,1.63,A,0.33,A,0.2,A,0.28,A
USGS,209734440,9/20/14,1.64,A,1.59,A,1.62,A,0.3,A,0.15,A,0.23,A
USGS,209734440,9/21/14,1.62,A,1.58,A,1.61,A,0.23,A,0.13,A,0.2,A
USGS,209734440,9/22/14,1.63,A,1.59,A,1.61,A,0.26,A,0.15,A,0.22,A
USGS,209734440,9/23/14,1.62,A,1.59,A,1.6,A,0.23,A,0.15,A,0.19,A
USGS,209734440,9/24/14,2.61,A,1.59,A,1.98,A,24,A,0.15,A,6.1,A
USGS,209734440,9/25/14,2.38,A,1.84,A,1.99,A,13,A,0.91,A,3,A
USGS,209734440,9/26/14,1.84,A,1.74,A,1.78,A,0.91,A,0.37,A,0.57,A
USGS,209734440,9/27/14,1.74,A,1.72,A,1.73,A,0.37,A,0.3,A,0.33,A
USGS,209734440,9/28/14,1.72,A,1.71,A,1.71,A,0.3,A,0.26,A,0.27,A
USGS,209734440,9/29/14,1.78,A,1.7,A,1.72,A,0.55,A,0.23,A,0.29,A
USGS,209734440,9/30/14,1.8,A,1.73,A,1.77,A,0.66,A,0.33,A,0.52,A
USGS,209734440,10/1/14,1.73,A,1.71,A,1.72,A,0.33,A,0.26,A,0.29,A
USGS,209734440,10/2/14,1.71,A,1.7,A,1.71,A,0.26,A,0.23,A,0.26,A
USGS,209734440,10/3/14,1.71,A,1.69,A,1.71,A,0.26,A,0.2,A,0.25,A
USGS,209734440,10/4/14,1.71,A,1.69,A,1.7,A,0.26,A,0.2,A,0.24,A
USGS,209734440,10/5/14,1.7,A,1.65,A,1.68,A,0.23,A,0.11,A,0.18,A
USGS,209734440,10/6/14,1.71,A,1.65,A,1.67,A,0.26,A,0.11,A,0.17,A
USGS,209734440,10/7/14,1.72,A,1.71,A,1.72,A,0.3,A,0.26,A,0.28,A
USGS,209734440,10/8/14,1.73,A,1.71,A,1.72,A,0.33,A,0.26,A,0.3,A
USGS,209734440,10/9/14,1.73,A,1.68,A,1.71,A,0.33,A,0.18,A,0.28,A
USGS,209734440,10/10/14,3.11,A,1.63,A,1.8,A,55,A,0.08,A,3.4,A
USGS,209734440,10/11/14,2.35,A,1.78,A,1.95,A,10,A,0.55,A,2.4,A
USGS,209734440,10/12/14,1.78,A,1.73,A,1.74,A,0.55,A,0.33,A,0.39,A
USGS,209734440,10/13/14,1.74,A,1.72,A,1.73,A,0.37,A,0.3,A,0.34,A
USGS,209734440,10/14/14,1.9,A,1.72,A,1.77,A,1.4,A,0.3,A,0.51,A
USGS,209734440,10/15/14,2.7,A,1.77,A,2.14,A,26,A,0.51,A,7.2,A
USGS,209734440,10/16/14,2.02,A,1.83,A,1.9,A,2.7,A,0.85,A,1.4,A
USGS,209734440,10/17/14,1.83,A,1.77,A,1.8,A,0.85,A,0.51,A,0.65,A
USGS,209734440,10/18/14,1.77,A,1.74,A,1.76,A,0.51,A,0.37,A,0.45,A
USGS,209734440,10/19/14,1.76,A,1.75,A,1.76,A,0.46,A,0.41,A,0.44,A
USGS,209734440,10/20/14,1.76,A,1.74,A,1.75,A,0.46,A,0.37,A,0.4,A
USGS,209734440,10/21/14,1.77,A,1.75,A,1.76,A,0.51,A,0.41,A,0.44,A
USGS,209734440,10/22/14,1.76,A,1.71,A,1.74,A,0.46,A,0.26,A,0.37,A
USGS,209734440,10/23/14,1.72,A,1.7,A,1.71,A,0.3,A,0.23,A,0.28,A
USGS,209734440,10/24/14,1.7,A,1.66,A,1.69,A,0.23,A,0.13,A,0.19,A
USGS,209734440,10/25/14,1.67,A,1.63,A,1.65,A,0.15,A,0.08,A,0.11,A
USGS,209734440,10/26/14,1.66,A,1.63,A,1.64,A,0.13,A,0.08,A,0.1,A
